54.026,-15.088,7.2106,-7.4133,-17.862,-22.945,15.606,40.97,96.727,79.78
-8.5189,16.834,-32.187,28.854,25.761,0.0018537,-42.135,-15.178,-12.208,-11.256
20.077,23.374,-39.133,65.221,-22.478,0.79012,-14.671,25.325,13.363,-5.1488
32.118,-5.567,25.283,29.655,41.934,33.004,38.488,28.458,120.77,112.64
51.961,19.126,-113.17,76.891,-35.223,60.237,-129.17,33.175,119.87,118.31
51.452,5.3506,-74.36,23.468,-49.854,-17.665,-70.688,42.012,118.68,131.04
58.631,43.122,8.4815,90.666,4.1228,61.1,-16.927,46.271,109.18,105.53
5.0885,-12.857,49.876,29.102,-24.49,-0.39328,16.266,0.76757,132.9,119.45
-0.6276,-17.543,-45.706,-32.213,15.037,-36.486,-73.464,-7.7464,74.924,54.036
-7.8792,-7.4683,-41.681,9.9184,-10.187,-23.063,-65.275,-0.76226,81.178,90.769
-12.381,-26.158,19.545,58.572,-4.5807,24.167,-2.1102,-6.5198,51.591,35.44
48.717,-1.1712,-32.755,79.198,-2.4604,35.502,-35.711,43.498,105.72,136.58
64.925,-32.969,-101.55,-2.4413,-27.699,-73.986,-98.207,47.719,89.743,83.855
-36.284,-37.564,-39.478,-28.608,-65.046,-80.901,-68.477,-19.976,45.105,64.135
-18.863,-6.1647,12.323,-43.911,-7.9139,1.9362,-15.002,-22.864,-24.356,-6.8618
-23.306,22.876,43.175,2.3431,13.346,10.222,18.213,-28.284,41.413,57.217
50.276,55.962,-8.4263,94.674,-8.1218,51.102,-68.115,56.983,146.37,109.43
70.943,21.977,-48.289,-15.355,30.894,-3.9981,-112.87,66.226,94.737,125.24
49.003,-7.8686,-54.061,-13.586,-26.714,-9.6268,-53.418,40.187,88.492,92.29
8.2958,-14.905,-17.85,20.385,15.761,-16.385,-67.588,3.8488,9.5908,7.9461
-8.0372,-52.999,20.621,-89.253,45.293,-88.273,-5.1749,-8.0055,5.9256,0.072951
56.046,2.754,-58.4,2.2325,-10.134,-14.88,-75.528,32.249,36.548,54.276
25.465,35.06,-14.41,6.7769,16.469,41.825,-35.048,21.573,41.436,55.045
1.2212,-20.807,-64.152,-22.435,28.492,-55.665,-67.495,-2.3585,24.292,11.611
-13.161,59.775,-10.421,26.819,27.633,13.967,-5.1759,-19.113,-17.163,-28.621
14.427,-35.329,74.269,-12.323,31.363,-65.123,79.848,9.085,5.8093,25.151
47.028,-24.693,-6.3212,47.929,-19.628,-6.1533,-34.85,40.857,25.939,79.393
1.4996,-22.524,4.4794,-28.332,37.746,-9.3931,-24.154,-2.8003,41.507,13.202
46.131,4.0744,20.757,27.424,-51.336,26.625,41.831,42.386,91.037,108.48
5.9712,59.169,120.92,69.944,72.126,49.301,140.82,13.662,93.016,85.159
-2.7053,-3.7816,83.93,-11.693,39.427,-14.206,90.525,-7.2515,41.066,46.247
10.807,-12.481,6.432,30.6,23.072,22.074,-15.143,3.1251,113.58,131.3
